first_name,last_name,address,date_of_birth
SSKIG,ENN,VKNGCWWS WLXUZBOSTM MELBOURNE 3000 AUSTRALIA,02-03-1997
VES,YLQNLAUQ,PR P HOBART TAS 7000 AUSTRALIA,03-05-1984
PQXQ,ZVTBOUMDR,JHUSKDC E HOBART TAS 7000 AUSTRALIA,21-10-1978
LJZKX,ODXBCIDHI,LLYAKXG V BRISBANE QLD 4001 AUSTRALIA,16-02-1953
TSP,WRI,LRLCBX OWJ CANBERRA ACT 2600 AUSTRALIA,27-08-1992
ZZT,GFZRYHBX,KMCHNFB PTAJ CANBERRA ACT 2600 AUSTRALIA,02-07-2013
FDNXUXX,P,NOHQDOAYHS WXHANKNLGA PERTH WA 6000 AUSTRALIA,17-07-1998
S,YAP,RQQP IY BRISBANE QLD 4001 AUSTRALIA,07-01-1999
WED,LYBF,QWBUZXTOG PBM PERTH WA 6000 AUSTRALIA,27-04-2002
H,XQHEWMXD,RAMGLN TUMYFI CANBERRA ACT 2600 AUSTRALIA,15-06-2013
NYGFRCN,KKYGXQUALF,U CCKM PERTH WA 6000 AUSTRALIA,07-02-2009
C,TRKHZN,JGZRN VGKZZWZIZ HOBART TAS 7000 AUSTRALIA,18-04-1970
YEGHWWRFD,JWFTBNYHYP,LEZRZGBO LGPII BRISBANE QLD 4001 AUSTRALIA,26-09-1995
TTBQ,ISVJFSN,XR YVLHGMQJ HOBART TAS 7000 AUSTRALIA,28-08-1950
TRR,E,WHYWOVXXPR NDKBHGQD ADELAIDE SA 5000 AUSTRALIA,04-09-1969
LLMYQSI,NVZFHRDRV,BNL OD ADELAIDE SA 5000 AUSTRALIA,13-03-1950
OGVETHRPPH,FGL,R KDA HOBART TAS 7000 AUSTRALIA,13-08-1966
KRTPGG,IQ,CZFJ ZZYGERD DARWIN NT 0800 AUSTRALIA,25-10-2010
COXOPBSTL,FULD,XZYLJ KMJUEFFR CANBERRA ACT 2600 AUSTRALIA,22-02-1986
RFJOAAPVNI,QKTVCU,LJ XWURZVE BRISBANE QLD 4001 AUSTRALIA,02-01-1956
WJEMG,TSHJODVKJ,ULDOUCERO HDWQAQS BRISBANE QLD 4001 AUSTRALIA,23-03-1988
LXUYPOV,HRUQERWMHQ,CXBXLDLS EEWCMN CANBERRA ACT 2600 AUSTRALIA,20-11-2005
KZN,UEQROTYEB,UOTOGCY OMLTHVPYWP SYDNEY NSW 2000 AUSTRALIA,25-04-1965
YPWYDERR,DDZKLJY,HUXHAWFR NKCVCNOPMK CANBERRA ACT 2600 AUSTRALIA,09-03-1987
OKJRHHCKDQ,VTDBHXLNHE,YEZMLQBKGD OXWQS CANBERRA ACT 2600 AUSTRALIA,17-09-1962
IQPBTRHNR,ELTJ,BFR XMKUSEIUG SYDNEY NSW 2000 AUSTRALIA,15-02-1985
VM,QQHVWDPGEC,IEEVLBBFFC GEBHKQEC HOBART TAS 7000 AUSTRALIA,01-04-1999
ODMRC,AWDXMJT,PGHJYC N PERTH WA 6000 AUSTRALIA,25-06-2009
PGVULJ,IHLDFNXUK,BHTZBJ BXTRCXGIH SYDNEY NSW 2000 AUSTRALIA,06-10-1975
VIBVIM,UYWUGKKFWM,VSSHCS ICD PERTH WA 6000 AUSTRALIA,03-10-2008
NCDSYUNMWQ,EEQ,BRDPJPCB WVQUBODX SYDNEY NSW 2000 AUSTRALIA,10-01-2009
XSUYPHKKS,EWFAMARLZ,AJ FAZK SYDNEY NSW 2000 AUSTRALIA,16-08-1953
MJJJ,FU,QJAM YGPISTLJO MELBOURNE 3000 AUSTRALIA,05-10-1998
EJDXOU,MHFANABZW,RVLWRBB ZCI DARWIN NT 0800 AUSTRALIA,22-10-1996
XHY,UWXBMW,WWXHJZP GCMVRWTG BRISBANE QLD 4001 AUSTRALIA,29-11-2006
BDZ,VBYD,WDGAPC GK BRISBANE QLD 4001 AUSTRALIA,25-09-1950
AKWBOOTZ,GCHLLR,NHVYZYHX RHUZH SYDNEY NSW 2000 AUSTRALIA,11-07-1990
USHSUC,HRJP,TEUPZKNL HYAWF CANBERRA ACT 2600 AUSTRALIA,07-03-1963
ZWHMGCKRS,CQMPZ,FKWN QEBHBTW SYDNEY NSW 2000 AUSTRALIA,26-09-2000
GE,CLJ,DIOBTGV BXTDHGVJSH PERTH WA 6000 AUSTRALIA,02-11-2018
CCHNKG,PTXZBSASWZ,OXCSNVAIME YVT DARWIN NT 0800 AUSTRALIA,03-11-1977
OLO,YOFNMKWW,DLY AWTS HOBART TAS 7000 AUSTRALIA,24-02-1958
DCJVCT,TXMRTW,QJ MR MELBOURNE 3000 AUSTRALIA,15-02-1977
QEEZU,LEPUSTDNZ,SWMNKWTGY ECPQIL HOBART TAS 7000 AUSTRALIA,11-06-1987
SF,KTGTEDBSQE,VJNRDH AEOYBEBVW BRISBANE QLD 4001 AUSTRALIA,26-04-1964
BFMF,FWME,NUM W PERTH WA 6000 AUSTRALIA,23-06-1981
AGZBXP,DXJMNAHUUA,USGZPD AHCSLEGGTX HOBART TAS 7000 AUSTRALIA,06-04-1976
HPDAF,ZDD,EUPPJDDW ZGTWAZZ MELBOURNE 3000 AUSTRALIA,17-05-2010
QN,DLCPSCHT,UVRWJLSTYG DISEMXWWU DARWIN NT 0800 AUSTRALIA,12-02-1965
XLCRVWD,NMWRVMNHPW,EU IP PERTH WA 6000 AUSTRALIA,12-11-1964
OVEHIVAV,KBRAWEP,IJ FEIOQS SYDNEY NSW 2000 AUSTRALIA,01-08-1971
GUEZT,NURKSHS,WCZMHYV SRRESFFLRK PERTH WA 6000 AUSTRALIA,03-06-2000
QOSFUXWJZW,BVDOCWG,DZWT TV CANBERRA ACT 2600 AUSTRALIA,19-02-1995
DZVQ,SWODE,ZFNW DMW SYDNEY NSW 2000 AUSTRALIA,18-04-1968
DYU,GCTQUBGC,ODZ MBUAQA PERTH WA 6000 AUSTRALIA,02-11-1993
XNFYQHVEY,SVON,AADUJIAOPM RLCATR PERTH WA 6000 AUSTRALIA,28-01-1982
BWH,VKUYXO,ASXBNQPS SFBBED DARWIN NT 0800 AUSTRALIA,22-09-2005
NKBOLMBG,KZ,SO TYSUKOTKRZ MELBOURNE 3000 AUSTRALIA,24-01-2018
TVOZUL,QAXWSH,HAGA XXYHQWT DARWIN NT 0800 AUSTRALIA,11-10-1972
SEHPYRP,GIOAZ,YDJ LXTJAW BRISBANE QLD 4001 AUSTRALIA,03-02-1954
QJ,QFQ,YRNMBX LBP DARWIN NT 0800 AUSTRALIA,09-05-1957
RGAFAYFHUK,LREJFOI,KHWPPVORI TEGMNSQET SYDNEY NSW 2000 AUSTRALIA,24-04-1987
LHM,HSYZDGPY,SICWXL MOMFCKFKA ADELAIDE SA 5000 AUSTRALIA,07-02-1993
OLWOK,CLQKVF,UROKLYWON UQELRGNXRM DARWIN NT 0800 AUSTRALIA,16-10-2004
NMLNUC,MCDEGZF,VKWWEZM EPJD ADELAIDE SA 5000 AUSTRALIA,28-06-1961
N,Z,KNOS QLCKQNTGJQ SYDNEY NSW 2000 AUSTRALIA,19-10-1962
CWF,PKJPD,IAGFMUOO SSHLU PERTH WA 6000 AUSTRALIA,23-02-1961
UHYEHSX,OAPRFUW,RQH PJRV MELBOURNE 3000 AUSTRALIA,04-08-1989
JWGYJGQGMF,FNOEI,ZGZQQL T MELBOURNE 3000 AUSTRALIA,06-09-2002
TZOC,DMEVRKXM,GIIAY GXWTUJDRC PERTH WA 6000 AUSTRALIA,20-10-1958
GA,TF,YYHRXPT AQZFVQZR CANBERRA ACT 2600 AUSTRALIA,01-03-2001
WYM,WW,YBN JUPGRBLIR MELBOURNE 3000 AUSTRALIA,25-08-1992
IKG,MZFI,P GLUTEMJDTF PERTH WA 6000 AUSTRALIA,13-10-2000
UBFJJH,HSN,JTWPP D HOBART TAS 7000 AUSTRALIA,27-01-1986
NTKMNNUDBE,KTAY,Y IGL SYDNEY NSW 2000 AUSTRALIA,11-08-2013
MVQBBN,MASYLVP,UWZH ZDUOBWUYS PERTH WA 6000 AUSTRALIA,18-09-1978
XWBQCQEFDV,QFPSYST,PBINVX LRD BRISBANE QLD 4001 AUSTRALIA,26-04-1980
FXFPUJTEFU,HTIXSNG,UUKYFESU TOPPO ADELAIDE SA 5000 AUSTRALIA,03-02-1976
QXFFJMU,LAGC,HDCNAOXIP UGEPNOQKN SYDNEY NSW 2000 AUSTRALIA,02-03-1997
IGNGIFR,QOCPB,HPQSJS E DARWIN NT 0800 AUSTRALIA,27-09-1966
MPHMVK,PEMXZROKF,TIGJXVCL IQ DARWIN NT 0800 AUSTRALIA,25-07-1959
C,RS,ZCJFALWA BY PERTH WA 6000 AUSTRALIA,18-06-1959
FNE,MMDMFXTOA,MX RHQHTLHEWC DARWIN NT 0800 AUSTRALIA,18-11-1963
VKTQA,MXMFACYFJK,KXRKY DAX ADELAIDE SA 5000 AUSTRALIA,10-06-2002
ZARSE,LXAZCRN,CCN BGFTDPSRB HOBART TAS 7000 AUSTRALIA,06-09-1973
TYBTQLYWGI,AAWTBIF,YBSSJFCTV B HOBART TAS 7000 AUSTRALIA,18-06-1999
YVX,TPKLZM,XXAUEENB MSBZ CANBERRA ACT 2600 AUSTRALIA,12-07-1954
ZHSOUWMC,EZORRE,EAGFQKKCG VB ADELAIDE SA 5000 AUSTRALIA,26-02-1984
LWFZRLCQ,HRMMF,VALTOWPUHW YKM MELBOURNE 3000 AUSTRALIA,22-02-2016
QOU,HMZVUNATN,O XMYXOXM MELBOURNE 3000 AUSTRALIA,23-10-1962
UC,BSITIOUDF,OZKYO OW MELBOURNE 3000 AUSTRALIA,08-06-1982
PELPUR,HSYVKKF,OGWXRL RUYTXX ADELAIDE SA 5000 AUSTRALIA,21-07-2003
KKF,OOSIFXX,NFIT LBC ADELAIDE SA 5000 AUSTRALIA,05-05-1969
TJDBVYDQ,FVN,FEM YPKH BRISBANE QLD 4001 AUSTRALIA,07-01-2006
XCMXTEPAZ,CXDWEYO,X CXRGV DARWIN NT 0800 AUSTRALIA,21-04-2000
QXHRZNRH,PSRXP,UDIVFMOWSE ICNQHBDEFG MELBOURNE 3000 AUSTRALIA,13-11-2003
E,WZFGKRMNDX,QHAOXSLDUH PFJTAZTFBD PERTH WA 6000 AUSTRALIA,28-02-1999
OSAYOORQE,RWGCAALYQO,AVEIZD S SYDNEY NSW 2000 AUSTRALIA,25-01-1979
XEFFR,ORUXHH,MBVWTP RKI PERTH WA 6000 AUSTRALIA,04-07-1983
JP,SRITPFXC,QGITC YNP MELBOURNE 3000 AUSTRALIA,01-03-1994
ILX,RTVVPLY,CCBULZ RHKOXXMI CANBERRA ACT 2600 AUSTRALIA,29-08-2014
MATQQUDVR,GOL,IKUKJFL PXTOASNL CANBERRA ACT 2600 AUSTRALIA,26-01-1972
CIXVM,L,WESLH DTMWEBLO HOBART TAS 7000 AUSTRALIA,27-05-1980
RDFF,DZAX,MZWOMNAI LNITIABM CANBERRA ACT 2600 AUSTRALIA,03-06-1983
BINQCPAFX,R,BIQFJ LFLPXSAQJR ADELAIDE SA 5000 AUSTRALIA,09-08-2013
OEHU,ZNHEJ,O FWBQ CANBERRA ACT 2600 AUSTRALIA,28-07-1988
QOTZ,VTIRPVKVD,YRKRKUI TCDBG HOBART TAS 7000 AUSTRALIA,14-06-2009
YRNZGKM,NTVQYGHV,DYTST DGNPIOXB BRISBANE QLD 4001 AUSTRALIA,15-03-1961
P,UJNNKL,N MMO SYDNEY NSW 2000 AUSTRALIA,10-03-1952
DOINBRYTZM,IHBJV,V IOQGMEW PERTH WA 6000 AUSTRALIA,07-09-1955
DOJ,KJKNOVR,HWCWQI HI PERTH WA 6000 AUSTRALIA,29-11-2016
UIVBEMDA,EXSIKWA,CWLWQ FANSPHZAER MELBOURNE 3000 AUSTRALIA,16-02-1991
CRXPGLUXY,DCTNCLZC,SYM IOUU CANBERRA ACT 2600 AUSTRALIA,29-10-2012
OEPEVYJLM,AZYMFEK,NBMJ LLCAOSRBR HOBART TAS 7000 AUSTRALIA,21-07-2016
IURUFT,SRRKHOHS,PJIZI YCWR DARWIN NT 0800 AUSTRALIA,14-07-2014
FU,ILTEPGK,SWAPAFK U MELBOURNE 3000 AUSTRALIA,06-10-1988
HRKPH,UK,B VGQFNJKI BRISBANE QLD 4001 AUSTRALIA,16-05-2018
LVYLFVQ,WB,JWYOUKA KWUMOGGARL HOBART TAS 7000 AUSTRALIA,01-04-1966
NKBSJHLLA,LZFUSYPZKA,CRLGIYZ YTY SYDNEY NSW 2000 AUSTRALIA,03-10-1989
NBVER,DMIXYO,OL ULCXGC SYDNEY NSW 2000 AUSTRALIA,24-08-1971
HADQEUSUOA,NHFNJIADT,JCVYXXNH B ADELAIDE SA 5000 AUSTRALIA,29-05-2014
YKNINQJHQP,EZAXMC,AUGUOI KR HOBART TAS 7000 AUSTRALIA,24-02-1964
CYFFPY,LPWTK,XSTSJUICJ PMJBJ DARWIN NT 0800 AUSTRALIA,28-09-2005
GAGLMFOYIT,RMLWMHUN,MJXRY TRN DARWIN NT 0800 AUSTRALIA,13-03-1991
JIZZB,EWDUGYN,BBZTSPOIUT O ADELAIDE SA 5000 AUSTRALIA,01-02-1983
FAMQGZP,ODYKWS,HQUBEMAVBS AZXH HOBART TAS 7000 AUSTRALIA,02-06-2001
AVWWVLOQ,OREWCQX,YP WQIRRHB MELBOURNE 3000 AUSTRALIA,02-02-2017
ODFS,T,TYGPGYVX J ADELAIDE SA 5000 AUSTRALIA,24-08-1972
NSBLV,EXBUTEW,ISLZZ YUTTRXB HOBART TAS 7000 AUSTRALIA,07-10-1961
EXSAI,BB,TZQNOCKCOZ JUNLXXYPIF HOBART TAS 7000 AUSTRALIA,12-05-1982
NLAILWQHS,C,OFTOGAMTA P MELBOURNE 3000 AUSTRALIA,10-10-1955
ZUVZV,XVHSTMHPCE,JTCTXGOSKV NYJCDYJXI DARWIN NT 0800 AUSTRALIA,14-10-1989
RJB,D,HWVLV W DARWIN NT 0800 AUSTRALIA,01-11-1956
LD,CAL,VXPZLHDUD S ADELAIDE SA 5000 AUSTRALIA,01-11-1988
POOU,KFDYCXHPB,UJC TYDWFMOE DARWIN NT 0800 AUSTRALIA,02-02-1999
PFKQCDXFLX,HLNDPZ,QKEDCDW BNHONOYBJV HOBART TAS 7000 AUSTRALIA,24-02-1960
NZGBHIIRL,VNXYLDZTXU,PRMECJSSTU WOFCYXC CANBERRA ACT 2600 AUSTRALIA,19-06-1990
NBFKOFGL,Q,XCCS HGXNP HOBART TAS 7000 AUSTRALIA,01-08-1967
COCV,SZEN,BPDDZPIEG SOJ HOBART TAS 7000 AUSTRALIA,28-03-1952
BCFJDP,TAL,SGXVSXXS KDZMMAC SYDNEY NSW 2000 AUSTRALIA,22-02-1990
PJSTHMELM,TK,OWOASHSIS WAI HOBART TAS 7000 AUSTRALIA,03-02-1953
AWGLEVOUI,QGLIICXAX,TACM PJ BRISBANE QLD 4001 AUSTRALIA,09-09-1957
OFNBKZZEXN,XDFGMJVQ,S NDUGXOV CANBERRA ACT 2600 AUSTRALIA,29-06-1956
KLYLP,LGSG,YJTKGGNMNW LKO MELBOURNE 3000 AUSTRALIA,05-04-1994
QGHGFUJO,LSEPVIAIZI,N IJFIXNV CANBERRA ACT 2600 AUSTRALIA,14-05-1952
ZRNQ,UHZSQWFA,DG CD MELBOURNE 3000 AUSTRALIA,23-04-1978
FMYNSVWE,SFIASDAHTJ,HULEXQF CCBG PERTH WA 6000 AUSTRALIA,06-11-2016
Z,BZOABU,NV LOKIZWEFB CANBERRA ACT 2600 AUSTRALIA,11-01-2000
FCXRAN,V,RIAE FTJECHY MELBOURNE 3000 AUSTRALIA,13-05-1977
GYI,SAOT,FPT FNQPALUEAW DARWIN NT 0800 AUSTRALIA,26-02-1959
XCT,KHJVVE,FW C PERTH WA 6000 AUSTRALIA,03-06-1983
HGNCVDZKO,NVJAOFHMGF,MDQY HGREJOOL CANBERRA ACT 2600 AUSTRALIA,12-08-1987
RUQG,DMNBXIFSSG,RBB MSOGDOZ PERTH WA 6000 AUSTRALIA,05-06-2011
MZXCEDPSR,DQKMRXF,RSRCNCIYQ GJGYAQJ HOBART TAS 7000 AUSTRALIA,28-09-1962
X,KK,PGZZKZGDS SQRXGZBRU DARWIN NT 0800 AUSTRALIA,07-11-1989
WXZRY,NOVWJ,LBPDJUJNPV SWKPLGIY PERTH WA 6000 AUSTRALIA,26-05-2004
SFXGW,DXPUZSM,FUXJSUBXL CTWVWATIUO BRISBANE QLD 4001 AUSTRALIA,21-09-1998
BKIYLKORPF,AAWR,AQ E ADELAIDE SA 5000 AUSTRALIA,02-11-1987
BSZV,JVKWBDUAWP,RLRYEVDSFT W HOBART TAS 7000 AUSTRALIA,25-11-1952
NTSAMRIYI,QU,EYTQSHNEGB WXY BRISBANE QLD 4001 AUSTRALIA,15-06-1987
OK,K,U L CANBERRA ACT 2600 AUSTRALIA,22-06-2001
OYFULNKGFQ,YTTRZ,FLXCJKEVB NZOF ADELAIDE SA 5000 AUSTRALIA,19-02-1991
SLAGQ,KPUB,UJJWF FSVJHPWCVR HOBART TAS 7000 AUSTRALIA,09-06-1961
IQPO,GV,FAURJLFWY C PERTH WA 6000 AUSTRALIA,18-06-1989
ET,DRPPZRU,SFCP PLBMJL ADELAIDE SA 5000 AUSTRALIA,29-07-1993
EULSVMYOPX,RYXBEQ,XBYULAZVXZ WXN HOBART TAS 7000 AUSTRALIA,21-09-1986
GWHORG,GUTGGR,THLYA ZMK ADELAIDE SA 5000 AUSTRALIA,08-08-1990
DS,QIFJXZIWJ,QYVNIJHEWB FJV MELBOURNE 3000 AUSTRALIA,01-08-1995
COPE,ODYXZ,VOHYQZORF ZOSVNWZAPD SYDNEY NSW 2000 AUSTRALIA,26-03-1969
YPLHCGQC,NVMFH,KVFJLAPS RHX ADELAIDE SA 5000 AUSTRALIA,15-06-2003
ZKNYLO,HCAYXK,OW LTMR CANBERRA ACT 2600 AUSTRALIA,08-01-1951
KU,GMFMCFUWCA,KHKJYNHZ YYH DARWIN NT 0800 AUSTRALIA,08-05-2010
KUWJJB,RRUB,Q UVZFZ BRISBANE QLD 4001 AUSTRALIA,13-08-2002
UFXYWQGZV,BGRSVRORRN,UO WADEVJU DARWIN NT 0800 AUSTRALIA,10-10-2008
VFOAQ,YHUDDDU,BKCO LBSFSKSELP CANBERRA ACT 2600 AUSTRALIA,09-04-1980
WWPEQLIGEY,BZRKOKRDA,MD CMOAS SYDNEY NSW 2000 AUSTRALIA,11-03-1974
GKFCAAU,FATLXF,WTTO OIVAVP CANBERRA ACT 2600 AUSTRALIA,24-07-1979
BAU,SBR,HJIFQHZRI JYMNK MELBOURNE 3000 AUSTRALIA,14-09-2002
C,O,V XXPZOMXU CANBERRA ACT 2600 AUSTRALIA,12-08-1954
NL,CLZHYAWH,IKERRXP ONQUA DARWIN NT 0800 AUSTRALIA,16-07-1960
WEFYBYLUD,GBCNPNHR,QNN CXFNPHJLEV BRISBANE QLD 4001 AUSTRALIA,08-03-2010
KDWW,FHG,AKYKNXZZ BGKTUK HOBART TAS 7000 AUSTRALIA,18-04-2009
JP,RGPNM,XCVWHSAWBW MEA ADELAIDE SA 5000 AUSTRALIA,19-08-1995
WONGS,Z,EJWUTGI JWDUE HOBART TAS 7000 AUSTRALIA,07-09-1966
PYN,SQXJZVDRYP,I KXXLXKLFJ ADELAIDE SA 5000 AUSTRALIA,13-11-1963
WBB,MAJG,R F BRISBANE QLD 4001 AUSTRALIA,03-05-1953
GHCVST,HI,QCEN K SYDNEY NSW 2000 AUSTRALIA,14-05-1963
RSQJ,FBPA,DQQMJBD GKA SYDNEY NSW 2000 AUSTRALIA,09-03-1977
EKKPTFKI,TUHCZHY,SMGQMQYQ NELW SYDNEY NSW 2000 AUSTRALIA,09-05-2010
HDOPEVMNOY,API,FVRWDRG DGS PERTH WA 6000 AUSTRALIA,21-04-1978
VPHX,RJSYGOZUR,LYHYIWJXNB DXXML HOBART TAS 7000 AUSTRALIA,17-07-1958
MBHTLW,DCPQ,VCEMP ZZEXEP DARWIN NT 0800 AUSTRALIA,07-04-2018
JNIRA,OGQSF,WLB W DARWIN NT 0800 AUSTRALIA,04-06-1988
H,CQMNLW,HVLY UVQ MELBOURNE 3000 AUSTRALIA,28-02-2002
GGTYGTZXXQ,TGCCOYUM,OZGX OZ PERTH WA 6000 AUSTRALIA,29-07-1977
BVVAQM,M,SBAKQ HHSEVG SYDNEY NSW 2000 AUSTRALIA,09-01-1999
OTPIMK,OGPR,HPVGCKG KLHUNRBKYD DARWIN NT 0800 AUSTRALIA,03-05-1966
SALGLQWO,DEBHTPBY,NFOJCOAD MTONC MELBOURNE 3000 AUSTRALIA,08-05-1953
QDQOY,YE,LIFLIJLULJ UACAB DARWIN NT 0800 AUSTRALIA,13-09-2015
HJOJVPTJTX,VWUBWCF,OC UDDNVWJP MELBOURNE 3000 AUSTRALIA,12-01-1992
NGVPORNBAE,SQWZESVXS,XICZKBZYTR PANXAP SYDNEY NSW 2000 AUSTRALIA,17-06-2006
NKSQJZUQEA,XWE,DTACWQ FZIWJFDWF MELBOURNE 3000 AUSTRALIA,01-08-1984
AFLPKSAGYL,YJ,CXFZIR QGB PERTH WA 6000 AUSTRALIA,06-09-1988
Z,P,O LSCG DARWIN NT 0800 AUSTRALIA,03-03-1968
SKIMKA,AEAJEAAGGT,AEJ GNKLM MELBOURNE 3000 AUSTRALIA,06-11-1980
JZWBJEJCGU,SZHIYS,QFZIOGWZ RT DARWIN NT 0800 AUSTRALIA,27-02-1974
WCB,FHQE,DBDUOW XJHONIMM BRISBANE QLD 4001 AUSTRALIA,16-01-1985
TYATSDAIK,TZSVG,UGPX IA DARWIN NT 0800 AUSTRALIA,29-11-2002
INNSCKTFGJ,HJICKGC,WWPMRWM IDGMAM BRISBANE QLD 4001 AUSTRALIA,16-10-1979
CTPJNRN,QJUCFCGPQW,QTPI ZBBOAFYD BRISBANE QLD 4001 AUSTRALIA,26-02-2005
RHCDNMCFB,MDQXPVP,STAZKQ KJTF DARWIN NT 0800 AUSTRALIA,01-11-1993
NLTRBP,M,LAZ VIESHN SYDNEY NSW 2000 AUSTRALIA,29-03-1996
XHAO,QWTQX,APCXXM HSZQXNWYRA MELBOURNE 3000 AUSTRALIA,20-01-1968
KX,JEEMPA,MIETOHK ANI MELBOURNE 3000 AUSTRALIA,10-03-2000
HTKOHWLD,NKZ,MUHCD K HOBART TAS 7000 AUSTRALIA,25-02-2011
T,KPCMQNCE,TH DTLXFQEV HOBART TAS 7000 AUSTRALIA,20-07-1980
J,PE,WALSTBUCK FGVSSFBS HOBART TAS 7000 AUSTRALIA,11-06-2013
CEPSDOQIFM,IKYARMAEV,NTIXUBCTR HYGCQGYG ADELAIDE SA 5000 AUSTRALIA,05-02-1990
OJS,FIHMUALCD,TDSCU MLNPHPAUPS CANBERRA ACT 2600 AUSTRALIA,16-07-2006
TXWLQLGKH,HRNYLCRHNU,VDO EXE SYDNEY NSW 2000 AUSTRALIA,02-06-1977
BCROZGEESQ,DPQFT,HGTVZOM NKNVM MELBOURNE 3000 AUSTRALIA,11-05-2007
MW,UPHSLPRM,RZOPRF GCUWFOFJJ DARWIN NT 0800 AUSTRALIA,22-09-2001
UYZAWOLOS,FOYD,NK PCWY MELBOURNE 3000 AUSTRALIA,03-08-2013
HMICZ,CJYEEL,SIUMC DMPINF DARWIN NT 0800 AUSTRALIA,03-07-2018
OSUSICCZX,VXYYBE,DQMPOHHBS RVFVUNXC PERTH WA 6000 AUSTRALIA,18-10-1953
KKVC,TILVTJI,CSJHNJS JMFFAM DARWIN NT 0800 AUSTRALIA,27-02-1980
ZNPYY,ATYT,JN ROA DARWIN NT 0800 AUSTRALIA,07-11-1981
S,BNXJUMX,YRPPSUOSWT GE MELBOURNE 3000 AUSTRALIA,07-02-2000
EOKXYOEPOM,MSWRHQ,YFDTDNRLG XJJO CANBERRA ACT 2600 AUSTRALIA,19-02-1979
ZNOYCBKF,OEAGPVE,IHIV E PERTH WA 6000 AUSTRALIA,07-06-1995
LRDD,Q,FCQQ ZIAXJNU PERTH WA 6000 AUSTRALIA,10-08-1989
MWJBXFJH,GJEAYL,OC CHNMTT CANBERRA ACT 2600 AUSTRALIA,26-02-2008
SCO,XCGORFSUR,QRGXLZAPI MVKOJC MELBOURNE 3000 AUSTRALIA,23-01-2000
IXSOCR,MCCB,VOQ GTMXYDY CANBERRA ACT 2600 AUSTRALIA,18-01-1990
HMRU,XLJC,LXYHF RO ADELAIDE SA 5000 AUSTRALIA,12-01-1968
JBHIGZP,WFZCM,MFOCG XSFLBN CANBERRA ACT 2600 AUSTRALIA,10-04-1959
TEDIGPSAEF,XYMSOUZAD,QMRTSYM O HOBART TAS 7000 AUSTRALIA,13-06-1990
FANWAZNDS,WTTVV,UIHKN CWEPMVBT HOBART TAS 7000 AUSTRALIA,22-02-1969
VIBHD,VR,GNARSNLFWD IEQUXC SYDNEY NSW 2000 AUSTRALIA,01-11-1967
AIXMU,BPER,XRBUUM YREVDUZWN BRISBANE QLD 4001 AUSTRALIA,28-02-1974
RDDAH,VZZKUYGVVB,GCVJLHCGJ PXFNTKJNXO DARWIN NT 0800 AUSTRALIA,28-06-1971
CSFQK,SOKMW,BVFQ CBPW HOBART TAS 7000 AUSTRALIA,17-01-1985
AMSNXKHC,PYLUX,JNEIWLCZNJ JAPQPDJOD ADELAIDE SA 5000 AUSTRALIA,04-06-2018
FKOHRDCBRI,IIBZIWMR,GTUAWQKQG LOP DARWIN NT 0800 AUSTRALIA,07-08-1992
CEZRTQWCHP,KL,Z EBTXPIUQ SYDNEY NSW 2000 AUSTRALIA,01-02-1992
CY,VPXTHSRJT,EWR GPFDBYCRD PERTH WA 6000 AUSTRALIA,15-07-1994
MYUSZGCII,NO,P YIZP ADELAIDE SA 5000 AUSTRALIA,12-07-2006
QESLTMOUX,VQOH,BOAOZ YMYNSG SYDNEY NSW 2000 AUSTRALIA,08-11-2003
PRPUTD,UMSUJZPRD,DNVZIP PACZ SYDNEY NSW 2000 AUSTRALIA,01-02-1954
PVYMVISJ,ZDRWHKI,GREBEO JJZJE BRISBANE QLD 4001 AUSTRALIA,21-06-1981
MLLYEREEJN,TGS,RLUTHJKRIC PPVTJA CANBERRA ACT 2600 AUSTRALIA,21-06-1975
JEGHV,Y,UZBNK BMMTWVAET ADELAIDE SA 5000 AUSTRALIA,19-04-1997
WTWSTFBQT,PMQHQ,MKO UTW ADELAIDE SA 5000 AUSTRALIA,27-03-2012
GW,MPDUM,SHGH PAPODXRMT ADELAIDE SA 5000 AUSTRALIA,15-03-1973
TBIK,D,FHKJCEWV WNYPC SYDNEY NSW 2000 AUSTRALIA,02-04-1952
GRVITRX,HJ,RIHEBLBTS NXDUEYDD DARWIN NT 0800 AUSTRALIA,03-05-1956
XERPDVGRY,VWRBDO,DV F PERTH WA 6000 AUSTRALIA,27-11-2018
RHPRG,TS,XIKRTX V BRISBANE QLD 4001 AUSTRALIA,05-02-1997
P,LNXSPAND,KYRW ZM PERTH WA 6000 AUSTRALIA,15-02-1968
MGTKV,UUND,VXLUBY CGQ MELBOURNE 3000 AUSTRALIA,15-01-1960
BYIHKLQ,MHBIPERVK,HK XFAKSCMTY BRISBANE QLD 4001 AUSTRALIA,06-06-1986
XFESZX,NALC,TDJQ CUSY DARWIN NT 0800 AUSTRALIA,14-03-1968
C,AD,JSCRD YOANX CANBERRA ACT 2600 AUSTRALIA,08-07-1995
WTETXHFJ,RFYAOWPMM,FQUHOJNDT FPJLKTYINH HOBART TAS 7000 AUSTRALIA,13-02-1977
PQRNXU,MUARVOLPS,O DBKDYUZN HOBART TAS 7000 AUSTRALIA,28-10-1979
BW,K,MUNEI SSI HOBART TAS 7000 AUSTRALIA,06-08-2010
