first_name,last_name,address,date_of_birth
QCHAXV,MMQOBQ,OT QDD DARWIN NT 0800 AUSTRALIA,09-06-1972
O,SM,JIQGRWQW HZAHL BRISBANE QLD 4001 AUSTRALIA,21-11-1994
K,AJBG,UCPRGGD TEIDZNA HOBART TAS 7000 AUSTRALIA,05-09-1952
NCPDJY,XCDCNBCZO,H QAK HOBART TAS 7000 AUSTRALIA,24-03-2014
CAPBVPLJLF,QZKGHSLSW,ASTMEO SHOZP PERTH WA 6000 AUSTRALIA,26-01-2009
MZ,L,EVOPDDV VNMFGTHS ADELAIDE SA 5000 AUSTRALIA,19-03-1956
DTCPROWJQS,MYWJZRTUZZ,AXA HLHOPSIQ MELBOURNE 3000 AUSTRALIA,02-05-1981
GYUZCOSD,YQXNT,KWCVAF SEK PERTH WA 6000 AUSTRALIA,06-06-1963
FW,H,U ZUKWEZ HOBART TAS 7000 AUSTRALIA,09-06-1981
IIYRNMT,UNQY,ETKOKX ZSJEYFMO MELBOURNE 3000 AUSTRALIA,22-08-1974
UKALTDP,AEUSQZ,DMTDBZS EI DARWIN NT 0800 AUSTRALIA,21-11-1992
KDVPPCM,KRGLF,HXRFUC DRXUVXUGP DARWIN NT 0800 AUSTRALIA,13-03-2008
UND,JCGZM,YEBGHO PAHOPFUC CANBERRA ACT 2600 AUSTRALIA,18-01-1973
PZFYUKROLW,JAHZP,BIXWAGIQ WJTJLEP DARWIN NT 0800 AUSTRALIA,19-06-1999
VMT,QHYFGTK,NS FXNRPUEJY DARWIN NT 0800 AUSTRALIA,04-07-1961
RZJHWYTJIL,BLWMSAZOGG,AZGAGEAVYO ABPN SYDNEY NSW 2000 AUSTRALIA,17-09-2013
HNIADBFMDV,FIZZOWSI,YLHQV UPGNIXMA HOBART TAS 7000 AUSTRALIA,11-09-1956
DDRIL,TDX,KDQGCW ZJPHOIIJY MELBOURNE 3000 AUSTRALIA,23-07-1964
HVWENJ,EV,BHPSYPOG G DARWIN NT 0800 AUSTRALIA,27-11-2011
CDV,MUO,L ZP CANBERRA ACT 2600 AUSTRALIA,09-08-2007
BVBEJE,UE,COTDV QM MELBOURNE 3000 AUSTRALIA,05-06-2001
N,EEOXNLVPIB,ZMCBVJJ C MELBOURNE 3000 AUSTRALIA,25-05-2004
XR,APBBRZ,MAEORTBZY R HOBART TAS 7000 AUSTRALIA,22-01-1995
GCUGYOWJKB,PDO,KS JDBCAR BRISBANE QLD 4001 AUSTRALIA,11-07-1981
YDQBS,WCFMFFXT,OWMXNY X CANBERRA ACT 2600 AUSTRALIA,07-11-1959
CERZ,HJAJDIWR,JZBW ADZOJ DARWIN NT 0800 AUSTRALIA,28-04-2013
TMGFIPETAI,ZVIUPWG,ZPJU FMDESRQMQ SYDNEY NSW 2000 AUSTRALIA,25-03-1982
SBUVBJEOR,OCGQSQUJA,ATYL DPIKBO DARWIN NT 0800 AUSTRALIA,21-03-1963
XKCOCXFVT,TWCLVDLX,NZBK VV BRISBANE QLD 4001 AUSTRALIA,09-09-1984
QMYI,PD,JFA VNJXEZY MELBOURNE 3000 AUSTRALIA,29-04-1974
CZNIHPKT,AZMU,E TK HOBART TAS 7000 AUSTRALIA,29-03-1958
NUYHMAGY,IUOVXFWE,IBQIDG XENTU ADELAIDE SA 5000 AUSTRALIA,10-03-2007
MLQ,ABXETH,VO SULCCNNON ADELAIDE SA 5000 AUSTRALIA,12-04-1961
QWNRWJ,SUAIXVSTBS,JTNUR GVTIGNQRBG BRISBANE QLD 4001 AUSTRALIA,16-02-1987
JOHAL,EET,KBXDIDDZ BDNWOLLEF PERTH WA 6000 AUSTRALIA,28-09-1950
SZLCCFGL,CQXHEMR,LMB VKPDRC SYDNEY NSW 2000 AUSTRALIA,19-11-2008
TAIXUM,BTJZRT,UHR FLNTPX MELBOURNE 3000 AUSTRALIA,18-04-2005
JUJKXDTHT,BB,KUF V PERTH WA 6000 AUSTRALIA,21-04-1975
TFO,GQBBL,KBXRUD IDFIK PERTH WA 6000 AUSTRALIA,05-04-1955
QTRONLWMIP,DDQDSXPXDI,MBK ZXXAFO ADELAIDE SA 5000 AUSTRALIA,03-05-1953
Y,LRSSEXTQH,MPTJUOG FWQAVE MELBOURNE 3000 AUSTRALIA,11-04-1977
CZXJNFHU,GPFA,GABPI DHS BRISBANE QLD 4001 AUSTRALIA,12-06-2003
R,NKFLYG,MMAGSWEFD RMQ SYDNEY NSW 2000 AUSTRALIA,14-07-2018
WYVNNK,QEIP,SKGVEY HXR HOBART TAS 7000 AUSTRALIA,26-03-1999
FLQFKOX,GOC,OLYWRVGHNE CB PERTH WA 6000 AUSTRALIA,05-05-1988
VZPRYJO,EQZTFDW,CS NLIQCTQNSY HOBART TAS 7000 AUSTRALIA,22-01-2012
E,QSKSM,HYNBFXNU YUINRHIOK SYDNEY NSW 2000 AUSTRALIA,25-05-1987
EVSAET,RUFVFXZ,VIYOHWP ARLDWEI SYDNEY NSW 2000 AUSTRALIA,02-07-2016
VHDRXPYWZV,PADIJ,TGHP LNHIT CANBERRA ACT 2600 AUSTRALIA,16-02-1958
ZBOD,UAQ,PLFT SBGVKRI SYDNEY NSW 2000 AUSTRALIA,27-11-2005
LM,I,QEW SZWK SYDNEY NSW 2000 AUSTRALIA,11-06-1981
PNNAMDD,YCYQE,WGLHIEDMHM HGS DARWIN NT 0800 AUSTRALIA,12-01-2001
RQUIPDLPBG,UBIAFDEXW,TRN S CANBERRA ACT 2600 AUSTRALIA,20-03-2005
AUOEKLX,UTNQDNUFJI,R G MELBOURNE 3000 AUSTRALIA,20-05-1957
WSUGQE,PPNTKUCE,QACFBOJXS B ADELAIDE SA 5000 AUSTRALIA,19-03-1971
OCZWEIZ,Z,C EYFCCZGHV ADELAIDE SA 5000 AUSTRALIA,16-06-1960
YSLNVUB,YKQTQKKAX,UGEVYY CQGYE ADELAIDE SA 5000 AUSTRALIA,23-05-1996
WAXANMXAGG,URONDO,J MJOP PERTH WA 6000 AUSTRALIA,12-02-1980
DZ,UYANVRFJG,UQACOADX OCAMCQNBN ADELAIDE SA 5000 AUSTRALIA,01-03-1996
VEP,RSIR,INAEKMV VYQQLHCF BRISBANE QLD 4001 AUSTRALIA,17-04-1985
C,PC,ENHQIIZKZI J MELBOURNE 3000 AUSTRALIA,06-11-1961
WNUBX,BNIWKGSRF,TRE D DARWIN NT 0800 AUSTRALIA,03-09-2006
DL,TP,BF Y ADELAIDE SA 5000 AUSTRALIA,25-06-1957
ZDZAI,ZL,PB KBEW MELBOURNE 3000 AUSTRALIA,26-02-1955
VQQFZKARM,GLDDMSQ,LB RRBKNJQQ DARWIN NT 0800 AUSTRALIA,13-02-2001
HN,O,GONUMK AWDYUQ CANBERRA ACT 2600 AUSTRALIA,09-05-1991
HUY,VU,QLKSNHNBH KH HOBART TAS 7000 AUSTRALIA,11-04-1982
ZLXMODHIER,YEJLKUEF,GCBVUNNG EUI HOBART TAS 7000 AUSTRALIA,09-05-1969
XKAZFVB,AJHGBHQFDS,NQ USWOGXBGV SYDNEY NSW 2000 AUSTRALIA,28-07-1967
MHUDDVXT,XZOQNOMKE,HFHDBEEE IRADD PERTH WA 6000 AUSTRALIA,21-11-1984
BFRZXOWA,GTAXSCAYOA,UPWQIRT NK HOBART TAS 7000 AUSTRALIA,19-04-1997
ROCXWHTM,VILIIQARX,XIE TXTQDOMJOB DARWIN NT 0800 AUSTRALIA,16-09-1962
VOK,PKRPQBE,Q I PERTH WA 6000 AUSTRALIA,12-05-2018
LAQTKNZFY,KJPSZYWJ,YQ XKTOFFLB HOBART TAS 7000 AUSTRALIA,03-07-1993
JT,RSS,EP FR BRISBANE QLD 4001 AUSTRALIA,26-06-2004
RHIOEM,W,IZUCLSYO KCUDNYHLNB SYDNEY NSW 2000 AUSTRALIA,08-02-1982
AHJNFM,OVTR,H QCJVJDWTOO CANBERRA ACT 2600 AUSTRALIA,06-05-1951
EWIWSJFZVY,NOQIDFXF,MVXXAWLMRX LXDCPTEJB SYDNEY NSW 2000 AUSTRALIA,19-08-1959
BSCI,HG,JW IIEXCEG MELBOURNE 3000 AUSTRALIA,03-06-1995
OVGQXWR,J,OLVCJMUDT QDYNKSF HOBART TAS 7000 AUSTRALIA,16-07-1992
V,Z,HN R CANBERRA ACT 2600 AUSTRALIA,13-07-1991
KDXOOJCU,F,RBFTVUAF WVLQT PERTH WA 6000 AUSTRALIA,15-11-1980
OZ,MX,XJTJJV DJFPP CANBERRA ACT 2600 AUSTRALIA,18-10-2010
TYVF,QAARP,VMCYZNRF ZK BRISBANE QLD 4001 AUSTRALIA,09-07-2007
I,RSQ,PHTP VBAFTAR MELBOURNE 3000 AUSTRALIA,02-11-2011
FGRDJSMFBR,EJXRRJJWYC,L WWOBOYA DARWIN NT 0800 AUSTRALIA,23-04-1999
EEYS,ILUZ,P ZEBPFPJKQ BRISBANE QLD 4001 AUSTRALIA,13-02-1997
QKHWL,MRCJSBCKH,EHTFGB VBTEVPGHGX SYDNEY NSW 2000 AUSTRALIA,17-01-1994
AEKRDBI,FM,BWULZTU JYSJPISZK SYDNEY NSW 2000 AUSTRALIA,05-07-1963
KLUVQZB,FQP,XFMDD SNZCWNSI HOBART TAS 7000 AUSTRALIA,10-02-1976
QNLGIOK,AGQXKBRPT,MIOPTOMW CRIVM HOBART TAS 7000 AUSTRALIA,09-10-1967
YEV,JZFHSTT,JBMCQ CUAT HOBART TAS 7000 AUSTRALIA,01-07-2005
BIRT,GHELP,MWHUH W BRISBANE QLD 4001 AUSTRALIA,07-10-1986
BBFH,IOOBWMTODS,DPCGDBFW WDNQRNQDYA HOBART TAS 7000 AUSTRALIA,05-04-1956
SJDTZUZZO,V,KRHPAKJP BX HOBART TAS 7000 AUSTRALIA,24-09-1986
B,PYKHQLGR,FGEDSWGFS U HOBART TAS 7000 AUSTRALIA,04-11-1970
BVAS,NYHWEKSIR,CKMUTC TBOKMOMI ADELAIDE SA 5000 AUSTRALIA,26-05-1981
RK,QLQMVT,SBZFYFK DAN DARWIN NT 0800 AUSTRALIA,19-02-2015
QSXEOM,XROCW,VNFUZOL OWFIFUYT ADELAIDE SA 5000 AUSTRALIA,05-01-1993
TXYNCAWQM,MDNLTEA,WYJDC DEVJCHX SYDNEY NSW 2000 AUSTRALIA,16-09-1981
BAZFU,GNKDWQ,R YRICEJLCHG HOBART TAS 7000 AUSTRALIA,11-03-1964
YKOO,V,YEBBJEAWQ SBZ PERTH WA 6000 AUSTRALIA,06-10-1978
O,P,KRURDXJDY LFE ADELAIDE SA 5000 AUSTRALIA,11-03-1975
PVNRIJJYG,WAVTXS,AMS ACNV BRISBANE QLD 4001 AUSTRALIA,23-08-2012
HVT,QRSWEYSB,JDSVEISLT NJNDHUHU DARWIN NT 0800 AUSTRALIA,19-02-2013
EBOCS,W,CWMU ECAGO DARWIN NT 0800 AUSTRALIA,01-06-1960
ZHTEAYAUJ,JNOJJWVR,R LTKOC SYDNEY NSW 2000 AUSTRALIA,28-05-1987
VPHM,ASLRBPVU,VNTKQPSM NM PERTH WA 6000 AUSTRALIA,19-06-1951
RA,EXFS,RGDKNPMP G SYDNEY NSW 2000 AUSTRALIA,20-03-2006
OLDVCOJH,YZYCYRGAT,PRT GCBYTBW SYDNEY NSW 2000 AUSTRALIA,04-07-2006
W,VENPGZ,T MRD DARWIN NT 0800 AUSTRALIA,03-04-2012
NNQVWLBUTA,X,KBWZPV RSKSEAHRY ADELAIDE SA 5000 AUSTRALIA,01-02-1969
ZMKLSC,RXFRGVC,USOPO NSWSUG DARWIN NT 0800 AUSTRALIA,06-02-1966
EW,DJSQV,Z UA CANBERRA ACT 2600 AUSTRALIA,03-02-1997
ZXNA,ZZ,MCTJRAJXUX NEW SYDNEY NSW 2000 AUSTRALIA,26-09-1988
BRHHINOHL,RNPX,MXZRJ OMWUKMFN MELBOURNE 3000 AUSTRALIA,03-02-1976
IWW,XLIUGAQ,SUB WUTORDJRG HOBART TAS 7000 AUSTRALIA,25-11-1982
EWAIXU,JAPZOXCFFF,RWNNTXXV SDQI DARWIN NT 0800 AUSTRALIA,22-06-2005
VXNBX,FIN,Q QRVJTBJW ADELAIDE SA 5000 AUSTRALIA,20-02-2000
ICANNXOH,OOAY,MFF YX SYDNEY NSW 2000 AUSTRALIA,08-08-1986
HDUWUR,V,UOCYC TB BRISBANE QLD 4001 AUSTRALIA,27-05-1950
HHSTSERAMQ,EBWXJWFO,PNOR OWYDYBU HOBART TAS 7000 AUSTRALIA,04-08-1990
TCD,B,WW JXEVP MELBOURNE 3000 AUSTRALIA,21-08-2004
U,LANHUKUPC,QFOAITTQNP AVMYYQFOF CANBERRA ACT 2600 AUSTRALIA,20-03-1974
NDONOQINDU,XAPCJFP,QESF KOGMMSCSS ADELAIDE SA 5000 AUSTRALIA,13-06-1978
OIEKYIOP,FTGZCCTYIH,PGQK MOGINWYE PERTH WA 6000 AUSTRALIA,26-05-1994
G,NSHBAHYSCY,FPGJNZVLCG KJQNDQJU HOBART TAS 7000 AUSTRALIA,02-04-1988
HSACERD,RBAWSTVM,RJCYGMIM QHD HOBART TAS 7000 AUSTRALIA,29-11-1975
D,CTAFYMTABB,JCHH UF BRISBANE QLD 4001 AUSTRALIA,16-04-1971
RQCWMF,BHNDT,RT QWYQTWOR BRISBANE QLD 4001 AUSTRALIA,27-01-1966
HLWFQ,UZW,ZZ LYXDXDRX BRISBANE QLD 4001 AUSTRALIA,20-02-2013
QD,VBDLIMF,JXSURKRSWD INVQ DARWIN NT 0800 AUSTRALIA,15-02-1997
DRXWBAHKB,HMOUBKHFRA,NR DIVA ADELAIDE SA 5000 AUSTRALIA,16-01-1959
HKFKASN,PF,LEQFSNOBT HPNFU SYDNEY NSW 2000 AUSTRALIA,12-05-2016
CZMJPZCZIH,T,K BJXNCWMUH BRISBANE QLD 4001 AUSTRALIA,08-06-2005
TETMYU,T,QMGEY DYTYNZNL ADELAIDE SA 5000 AUSTRALIA,12-08-2011
FUJFIF,YBLAYAM,OHHTNQDHHR ESQMNNOI BRISBANE QLD 4001 AUSTRALIA,04-07-1964
C,DAJPPOCZL,IWIXQMDKMA O CANBERRA ACT 2600 AUSTRALIA,02-03-1969
TNXPAGEASY,SNEOVIUUF,S PBCAQH CANBERRA ACT 2600 AUSTRALIA,18-07-1950
AQSXXSH,IMNME,NUZRCQP NVCHLKJT DARWIN NT 0800 AUSTRALIA,04-04-1962
MILNJUFEU,PGGOMVI,PLVMZ T PERTH WA 6000 AUSTRALIA,10-04-2005
IUD,AIVXKSGMNW,N ZC PERTH WA 6000 AUSTRALIA,12-07-1996
XJBKEIF,FL,JJFRHKSW LSVCJ ADELAIDE SA 5000 AUSTRALIA,18-05-1964
S,NKWC,FCPRQV QLXHENAWQR PERTH WA 6000 AUSTRALIA,10-06-1961
AOHONKRNFS,MLBQ,YOAT ICNMBX PERTH WA 6000 AUSTRALIA,18-05-2017
DYSMBF,IPP,RCY NHHQIMEEBW HOBART TAS 7000 AUSTRALIA,17-10-1955
REDHYWSPW,LO,F NWW MELBOURNE 3000 AUSTRALIA,06-05-1973
E,QT,ROAJDAP WJIY BRISBANE QLD 4001 AUSTRALIA,24-02-1987
HSSJ,GP,TT RWAWGEA SYDNEY NSW 2000 AUSTRALIA,10-02-1998
ZUMSY,RBRBVWM,CNZJQBBMNF I MELBOURNE 3000 AUSTRALIA,08-11-1971
HMXRXRD,MCYDWUTCLT,YGBLPSSBUG MOWSDJLNKP BRISBANE QLD 4001 AUSTRALIA,28-04-1994
VIHZNAB,BHQOFS,UJTKFSXID UC HOBART TAS 7000 AUSTRALIA,28-02-1956
CM,GKL,LTRBA LTF MELBOURNE 3000 AUSTRALIA,25-04-1981
WNE,IW,UKTW UMDDN CANBERRA ACT 2600 AUSTRALIA,15-11-1964
TAI,QPNHDC,SXCD JFVKVQFX BRISBANE QLD 4001 AUSTRALIA,10-09-1986
H,OM,HM BOZWPHS SYDNEY NSW 2000 AUSTRALIA,20-10-1992
VPOIPKDUAT,LQHWNZU,JCTT SMOP HOBART TAS 7000 AUSTRALIA,19-09-1989
R,WXQMCIFY,YDFEJ NYOVEWCMUA ADELAIDE SA 5000 AUSTRALIA,13-04-1986
USO,XL,FHBMU IPQUZI DARWIN NT 0800 AUSTRALIA,24-08-1982
JHNNMXBAP,NZRAWXNEJ,VLXBAKP YQKJ CANBERRA ACT 2600 AUSTRALIA,26-08-1992
WRNYLF,LQMVFPX,P WDQHDQT DARWIN NT 0800 AUSTRALIA,27-08-2005
NNTUBZX,OPQU,HPVYVVF EBJG CANBERRA ACT 2600 AUSTRALIA,02-10-2004
SSZMOIP,IX,P SEU DARWIN NT 0800 AUSTRALIA,17-03-1977
TQWOK,UMZ,M HQNRFKWFBI SYDNEY NSW 2000 AUSTRALIA,24-07-1966
ZZT,NPCX,ZDQ IKXTA BRISBANE QLD 4001 AUSTRALIA,04-04-1957
VHAYX,BCHJP,WUZWV AZM HOBART TAS 7000 AUSTRALIA,11-01-1996
RGEC,OJZAP,CVX KE ADELAIDE SA 5000 AUSTRALIA,26-01-1975
KCNUSCNGQI,BHUUGPEV,DLX HCKDP ADELAIDE SA 5000 AUSTRALIA,11-01-1955
IYUKWQQGML,OXE,KDY RXL DARWIN NT 0800 AUSTRALIA,27-04-1958
BCSNDA,FLPDWYGMO,HHXO CYI PERTH WA 6000 AUSTRALIA,24-06-2004
X,KUQMRZITHJ,WEVIBWXSNA DU ADELAIDE SA 5000 AUSTRALIA,26-10-1984
KLUYYNABVA,US,YVJ AT SYDNEY NSW 2000 AUSTRALIA,21-09-1962
WVKZKCHPB,CVBLWGKUPU,LBWTIOIZN VBFIZU CANBERRA ACT 2600 AUSTRALIA,19-08-1995
YUBHAWW,YB,QY J BRISBANE QLD 4001 AUSTRALIA,08-05-2013
SOO,NURCQBZW,PW SEGITPTD SYDNEY NSW 2000 AUSTRALIA,12-10-1987
PDZJIBGRSB,LQVTWA,CT LCBKLFSZJC DARWIN NT 0800 AUSTRALIA,26-01-1964
S,KXME,UHWBLAZJQB VYDXWMQL ADELAIDE SA 5000 AUSTRALIA,14-08-1952
QPAJGGLE,YIM,NNRANIVB PSSS MELBOURNE 3000 AUSTRALIA,02-06-2000
RNIMVHLEKS,UKAUMQ,XMACCVBE NQFQ PERTH WA 6000 AUSTRALIA,13-05-1970
HJYE,CBC,MVSHCXIO GEZVIYT MELBOURNE 3000 AUSTRALIA,12-02-1991
NRPJHRZUH,SQAVNME,FD A ADELAIDE SA 5000 AUSTRALIA,25-04-1992
PCRDGJUAAV,G,GDXEORDJDN LIHQM SYDNEY NSW 2000 AUSTRALIA,06-07-1974
EFLGHJKOK,QGUJMICF,RFITO Z CANBERRA ACT 2600 AUSTRALIA,19-06-1980
XRLL,XJFQGZB,GYMRWOQ KHSCU ADELAIDE SA 5000 AUSTRALIA,18-03-2007
AHSHY,G,GKOMM DVXV CANBERRA ACT 2600 AUSTRALIA,02-05-1965
EOYJ,CLAOTMLABW,JCRUGL BGBJL MELBOURNE 3000 AUSTRALIA,16-09-2014
GVYMWAHUR,XX,W CRWRUOMHUF SYDNEY NSW 2000 AUSTRALIA,02-07-1996
QCFZFYQLSF,OEFFONOKZK,EKD SQJFVGGCT PERTH WA 6000 AUSTRALIA,28-03-2004
BNSNMMMJ,OJYCJURQO,IAXBP VKGKESVW CANBERRA ACT 2600 AUSTRALIA,29-07-2007
X,MYAT,AOBHRJV QEVGENPS DARWIN NT 0800 AUSTRALIA,02-08-1960
KJPGVM,KEPPOQOAKB,HSEFYK H DARWIN NT 0800 AUSTRALIA,11-10-2005
YOENOU,K,SQYJNJOCV WXRT BRISBANE QLD 4001 AUSTRALIA,01-11-1985
K,SZSEZZLZ,FCRDSZFXWS CVMK BRISBANE QLD 4001 AUSTRALIA,07-10-1994
RFWDULGKP,ROF,ESZ UK ADELAIDE SA 5000 AUSTRALIA,01-02-1992
BBIKSFC,UBGGVQODR,ONCCXC IQVQSZRLL DARWIN NT 0800 AUSTRALIA,22-07-1962
NUYA,NLZYK,B YLTCP DARWIN NT 0800 AUSTRALIA,23-02-1998
IOE,LOFLOSE,XJNNI XVYRU DARWIN NT 0800 AUSTRALIA,29-03-1963
WEAPWYVTR,GNZ,GIT GYSRJC PERTH WA 6000 AUSTRALIA,11-10-1989
PLYIEVTBMH,VDIUIHREK,BHBT TE PERTH WA 6000 AUSTRALIA,14-04-1965
EJF,NZA,ETVXBUWMDA BNK PERTH WA 6000 AUSTRALIA,23-04-1987
YMNFTM,MLIASZWHNV,PLLYH NQXRXRKB DARWIN NT 0800 AUSTRALIA,17-08-1989
SCUF,FYQYEJHXKQ,SLPQNUOTSH UNFATSSIOU PERTH WA 6000 AUSTRALIA,16-03-2008
VSBBHUCGNB,CBHPIA,JOIS NUPNX MELBOURNE 3000 AUSTRALIA,19-02-1997
LZOPZ,DDOXGN,CMYB SWUDFSJLY PERTH WA 6000 AUSTRALIA,06-05-1971
MO,DXLSE,CRGH K SYDNEY NSW 2000 AUSTRALIA,09-08-1974
NFQ,GMUTG,VHRKX QFAYLTVH PERTH WA 6000 AUSTRALIA,27-10-2011
GSXPECNGY,QEZNFFYI,D ETMBW MELBOURNE 3000 AUSTRALIA,08-10-2004
J,NQW,MLWQRUPVI LYIFAQKUPY PERTH WA 6000 AUSTRALIA,17-10-1950
DFIP,FEOW,WUMGZVUS KNPLUHU BRISBANE QLD 4001 AUSTRALIA,01-03-1979
HCGPZE,SXPJEM,A QCH DARWIN NT 0800 AUSTRALIA,19-11-1984
PAAQFCU,IMVX,IWAKIE VWNVKLJMB HOBART TAS 7000 AUSTRALIA,14-02-1969
TJCQODATP,GZGSHVR,PHHZGRTWWY TZJWPOS DARWIN NT 0800 AUSTRALIA,22-05-2010
DXI,LZLSOLE,TKCDOXVKQ DUT HOBART TAS 7000 AUSTRALIA,14-08-1979
EBIJSB,ISSW,WAIALE VYXRSHWV CANBERRA ACT 2600 AUSTRALIA,11-06-1970
X,DPXG,LCYOLMRP ZXFYJ BRISBANE QLD 4001 AUSTRALIA,02-10-2011
F,CW,NV NOZFHUJ CANBERRA ACT 2600 AUSTRALIA,29-08-2000
CJW,UPUE,YLNSEH BVXAEHRLOA DARWIN NT 0800 AUSTRALIA,17-03-1967
M,EPHDQRA,WSGDZUV GTDA MELBOURNE 3000 AUSTRALIA,22-09-1977
T,QITGWGND,NNMD OE ADELAIDE SA 5000 AUSTRALIA,20-09-1985
HVH,UILLIN,RHFIDJTI UHUPLMMKUE HOBART TAS 7000 AUSTRALIA,14-01-2006
MGJD,IXFRMZDJ,UHCGJPZZZ TQVZ CANBERRA ACT 2600 AUSTRALIA,23-04-1957
EOZJXML,K,IJJ IEPGTKVD MELBOURNE 3000 AUSTRALIA,28-06-2007
EIJHA,ZLRUUUHR,RXEHLX HX ADELAIDE SA 5000 AUSTRALIA,10-09-2010
IIUSCFXQQ,ROHK,FBBLXYPGTX ZN PERTH WA 6000 AUSTRALIA,25-04-1957
U,GJSYX,GZZ XEBZEBT BRISBANE QLD 4001 AUSTRALIA,20-03-1981
JFDOM,PFYKLMMZA,I MTFQUZ BRISBANE QLD 4001 AUSTRALIA,02-01-1956
BRNBNTCJVM,WUARGCR,KVFO RGBEOPG SYDNEY NSW 2000 AUSTRALIA,06-11-1996
SU,UIRUADBGMT,E CAFXJ DARWIN NT 0800 AUSTRALIA,02-07-1956
OOO,NPOYP,YVYG XUXNS CANBERRA ACT 2600 AUSTRALIA,11-01-1966
AA,ERLJ,YRUGBL UJC SYDNEY NSW 2000 AUSTRALIA,05-02-1998
RILHEZ,LNHVK,A N PERTH WA 6000 AUSTRALIA,14-05-2006
J,FAW,CUNF UBBYXOPZW MELBOURNE 3000 AUSTRALIA,26-05-2017
JSO,T,MO DP SYDNEY NSW 2000 AUSTRALIA,20-08-2007
GQBPZTOHGT,Q,PCFRXHB WIDWAQHOD CANBERRA ACT 2600 AUSTRALIA,24-03-1997
NNEFHSO,QISBKRNY,ZFHKBBEWIF HPAWEXDGUH ADELAIDE SA 5000 AUSTRALIA,07-03-1997
ICNVMGM,TZQ,YB WWCJOEN BRISBANE QLD 4001 AUSTRALIA,12-05-1965
CYGFMLPFDV,UX,OVOGYJI QJSCDPK MELBOURNE 3000 AUSTRALIA,21-01-1977
OFSSES,TJH,ZMOWFO HSTA DARWIN NT 0800 AUSTRALIA,29-01-1975
MGPR,CQISKOP,XJLB LZOPDUBHEK MELBOURNE 3000 AUSTRALIA,16-04-1960
RYILQIXVG,MLLDEEJH,CKWV SOFDMGBN DARWIN NT 0800 AUSTRALIA,07-01-1994
LW,RL,YSUEULCSP P BRISBANE QLD 4001 AUSTRALIA,28-02-1976
ATQEEXYJ,KTBOJSISC,PR OKCD ADELAIDE SA 5000 AUSTRALIA,14-07-1979
YRN,AG,KXHFNXD UV HOBART TAS 7000 AUSTRALIA,17-11-1996
UQP,HILFCTVPGY,VPVDQX QN SYDNEY NSW 2000 AUSTRALIA,26-11-2002
TIQ,HGVKBEG,NDX TGSYTUVNUQ BRISBANE QLD 4001 AUSTRALIA,26-09-1966
WZELOUSTC,IWKYCFIQDZ,LVAEY TEEUOZKENL PERTH WA 6000 AUSTRALIA,10-04-2014
V,JXBORP,GJE RNC CANBERRA ACT 2600 AUSTRALIA,09-06-1960
Q,SZNX,IJXUI HLXP ADELAIDE SA 5000 AUSTRALIA,18-10-1962
PT,IYTDOSS,XVQHJW AURBWCPL SYDNEY NSW 2000 AUSTRALIA,08-03-1991
WZEW,XYUJPCQ,VFOKRCO RY SYDNEY NSW 2000 AUSTRALIA,16-02-1976
ZYNLINVCE,UUFCUNUO,AF X ADELAIDE SA 5000 AUSTRALIA,10-04-2000
THHDAO,JSPHSAFW,YBVKLS HZEJ HOBART TAS 7000 AUSTRALIA,15-09-2014
FQBN,L,VIGOJZRGAE DQGLXZFTZF ADELAIDE SA 5000 AUSTRALIA,16-08-1977
UNO,MABRZ,MKFIK LFJNNUEKK PERTH WA 6000 AUSTRALIA,10-10-1996
TILCQGU,XHG,CERAPIU AIV BRISBANE QLD 4001 AUSTRALIA,23-04-1993
LXLVGXI,XJRSZLD,JD WGXBVGQLXP MELBOURNE 3000 AUSTRALIA,16-07-1957
CWERDQQWVG,FUY,S E PERTH WA 6000 AUSTRALIA,03-04-1983
YQ,I,LDQ IWABHRYXAV DARWIN NT 0800 AUSTRALIA,23-05-1987
Y,QDLLK,JNARZJMYM NEDXY CANBERRA ACT 2600 AUSTRALIA,21-04-1978
ZUH,SVIHUURH,PICPSRXRMX VXDYTCJGU HOBART TAS 7000 AUSTRALIA,08-10-1973
YPQWKHNWF,LLIBTJFJT,R HO SYDNEY NSW 2000 AUSTRALIA,01-02-1962
OCLMCRUPIY,EN,SERQHCQNE B HOBART TAS 7000 AUSTRALIA,19-10-1979
FYOH,FFDWF,BIUUI SVOBPNEWKA ADELAIDE SA 5000 AUSTRALIA,09-06-1992
FUT,SFKAZNXWNC,E ENWMBA PERTH WA 6000 AUSTRALIA,23-05-2016
RDMJYSXX,SWSIZHXT,DNNYTTVQ S MELBOURNE 3000 AUSTRALIA,18-09-1956
DXH,JSNIRRER,VVZ MBJWCOZFF DARWIN NT 0800 AUSTRALIA,26-09-1982
PUZ,TLJGUBNO,YPYCNXS FFGQMQX CANBERRA ACT 2600 AUSTRALIA,12-10-2001
MVZF,OIK,YQWXOVJ EM PERTH WA 6000 AUSTRALIA,17-01-1977
LKX,HVXD,CVX OKCC HOBART TAS 7000 AUSTRALIA,15-04-1982
USLW,WUYU,VO QMCC CANBERRA ACT 2600 AUSTRALIA,18-06-1985
IIXKF,Y,BU PLOAREVEC DARWIN NT 0800 AUSTRALIA,21-06-1968
NPVOXWLH,IXHORFYX,YDFFQVUHJN URBZK HOBART TAS 7000 AUSTRALIA,16-02-1973
